sch_id,stud_id,score
1436,316,6.798
1436,317,5.51
1436,318,24.479
1436,319,18.827
1436,320,20.268
1436,321,24.993
1436,322,15.06
1436,323,20.818
1436,324,18.33
1436,325,18.14
1461,326,12.962
1461,327,24.545
1461,328,13.314
1461,329,16.929
1461,330,3.796
1461,331,14.581
1461,332,18.719
1461,333,12.595
1461,334,17.326
1461,335,15.918
1461,336,23.088
1461,337,18.259
1461,338,23.517
1461,339,14.157
1461,340,17.999
1461,341,18.858
1461,342,22.183
1461,343,24.993
1461,344,20.928
1461,345,22.461
1461,346,18.322
1461,347,2.895
1461,348,21.007
1461,349,18.471
1461,350,24.48
1461,351,18.471
1461,352,18.831
1461,353,18.114
1461,354,22.685
1461,355,-0.338
1461,356,21.09
1461,357,-2.832
1461,358,17.483
1462,359,1.967
1462,360,7.718
1462,361,19.043
1462,362,20.133
1462,363,22.289
1462,364,14.277
1462,365,10.189
1462,366,9.607
1462,367,6.125
1462,368,23.818
1462,369,6.34
1462,370,9.437
1462,371,8.168
1462,372,4.31
1462,373,6.986
1462,374,21.452
1462,375,9.167
1462,376,9.625
1462,377,0.722
1462,378,3.115
1462,379,23.066
1462,380,4.518
1462,381,5.337
1462,382,4.103
1462,383,15.794
1462,384,1.975
1462,385,2.693
1462,386,13.809
1462,387,7.964
1462,388,2.142
1462,389,6.035
1462,390,17.996
1462,391,20.792
1462,392,9.909
1462,393,5.189
1462,394,7.772
1462,395,12.074
1462,396,15.103
1462,397,11.252
1462,398,1.283
1462,399,16.975
1462,400,8.762
1462,401,6.789
1462,402,12.283
1462,403,11.479
1462,404,9.071
1462,405,9.474
1462,406,12.089
1462,407,16.534
1462,408,6.331
1462,409,10.386
1462,410,8.163
1462,411,18.801
1462,412,22.581
1462,413,16.095
1462,414,5.321
1462,415,3.819
1477,416,14.15
1477,417,3.976
1477,418,3.846
1477,419,5.238
1477,420,9.349
1477,421,23.765
1477,422,22.84
1477,423,1.606
1477,424,19.269
1477,425,17.191
1477,426,16.288
1477,427,7.106
1477,428,20.714
1477,429,18.171
1477,430,21.951
1477,431,-2.832
1477,432,20.246
1477,433,21.75
1477,434,16.337
1477,435,16.061
1477,436,11.724
1477,437,19.401
1477,438,2.186
1477,439,23.204
1477,440,12.755
1477,441,14.076
1477,442,22.493
1477,443,22.714
1477,444,11.031
1477,445,18.777
1477,446,24.107
1477,447,23.004
1477,448,8.136
1477,449,10.714
1477,450,12.59
1477,451,14.732
1477,452,22.396
1477,453,16.304
1477,454,16.19
1477,455,7.275
1477,456,14.809
1477,457,-0.203
1477,458,17.967
1477,459,24.247
1477,460,6.946
1477,461,17.791
1477,462,8.856
1477,463,10.349
1477,464,9.44
1477,465,4.999
1477,466,7.873
1477,467,17.007
1477,468,16.262
1477,469,0.466
1477,470,18.887
1477,471,24.812
1477,472,15.245
1477,473,14.958
1477,474,12.508
1477,475,21.853
1477,476,20.844
1477,477,5.418
1499,478,5.608
1499,479,18.352
1499,480,5.949
1499,481,-1.462
1499,482,4.087
1499,483,10.258
1499,484,21.791
1499,485,1.365
1499,486,1.73
1499,487,5.093
1499,488,17.572
1499,489,11.211
1499,490,6.018
1499,491,6.394
1499,492,14.681
1499,493,11.868
1499,494,2.404
1499,495,2.042
1499,496,11.685
1499,497,-0.818
1499,498,6.718
1499,499,13.72
1499,500,21.907
1499,501,-2.195
1499,502,8.519
1499,503,1.679
1499,504,-1.744
1499,505,6.795
1499,506,4.179
1499,507,7.709
1499,508,5.35
1499,509,0.259
1499,510,7.983
1499,511,9.901
1499,512,2.497
1499,513,23.542
1499,514,13.571
1499,515,21.421
1499,516,3.676
1499,517,4.856
1499,518,14.056
1499,519,1.67
1499,520,8.401
1499,521,10.964
1499,522,11.955
1499,523,1.647
1499,524,4.267
1499,525,5.376
1499,526,6.672
1499,527,8.532
1499,528,5.681
1499,529,2.727
1499,530,7.88
1637,531,4.213
1637,532,10.524
1637,533,5.571
1637,534,4.062
1637,535,9.826
1637,536,-0.538
1637,537,7.032
1637,538,-1.437
1637,539,3.77
1637,540,6.689
1637,541,-2.832
1637,542,1.74
1637,543,4.814
1637,544,7.723
1637,545,3.595
1637,546,24.993
1637,547,17.621
1637,548,18.052
1637,549,7.138
1637,550,2.202
1637,551,6.065
1637,552,11.613
1637,553,-1.211
1637,554,14.536
1637,555,-2.374
1637,556,20.394
1637,557,5.87
1906,558,14.449
1906,559,20.455
1906,560,22.826
1906,561,16.801
1906,562,9.995
1906,563,23.482
1906,564,17.985
1906,565,14.63
1906,566,16.667
1906,567,14.171
1906,568,20.115
1906,569,4.805
1906,570,22.107
1906,571,21.122
1906,572,10.484
1906,573,21.028
1906,574,24.457
1906,575,0.901
1906,576,13.83
1906,577,23.345
1906,578,22.222
1906,579,7.865
1906,580,14.798
1906,581,11.586
1906,582,7.297
1906,583,21.556
1906,584,18.386
1906,585,23.062
1906,586,12.15
1906,587,24.247
1906,588,18.531
1906,589,4.94
1906,590,7.663
1906,591,16.426
1906,592,24.479
1906,593,22.59
1906,594,18.189
1906,595,15.602
1906,596,11.04
1906,597,12.916
1906,598,6.992
1906,599,24.479
1906,600,8.609
1906,601,12.152
1906,602,21.572
1906,603,17.926
1906,604,-1.603
1906,605,23.231
1906,606,10.257
1906,607,20.194
1906,608,16.312
1906,609,17.127
1906,610,20.66
1909,611,12.165
1909,612,18.478
1909,613,7.892
1909,614,8.645
1909,615,17.342
1909,616,8.357
1909,617,13.907
1909,618,23.096
1909,619,7.539
1909,620,23.286
1909,621,14.593
1909,622,22.053
1909,623,12.5
1909,624,23.93
1909,625,4.605
1909,626,15.322
1909,627,5.69
1909,628,18.638
1909,629,17.06
1909,630,19.385
1909,631,17.416
1909,632,20.664
1909,633,22.585
1909,634,16
1909,635,7.327
1909,636,12.279
1909,637,8.132
1909,638,4.967
1942,639,16.387
1942,640,24.993
1942,641,21.084
1942,642,22.337
1942,643,12.398
1942,644,24.041
1942,645,23.856
1942,646,20.514
1942,647,23.023
1942,648,11.015
1942,649,15.63
1942,650,23.613
1942,651,16.903
1942,652,13.926
1942,653,17.344
1942,654,20.979
1942,655,11.204
1942,656,22.116
1942,657,9.468
1942,658,18.211
1942,659,22.681
1942,660,21.991
1942,661,14.13
1942,662,20.088
1942,663,24.479
1942,664,22.288
1942,665,3.209
1942,666,14.702
1942,667,12.606
1946,668,24.993
1946,669,9.154
1946,670,19.017
1946,671,21.062
1946,672,18.04
1946,673,11.075
1946,674,7.84
1946,675,22.326
1946,676,1.755
1946,677,7.341
1946,678,23.834
1946,679,4.784
1946,680,8.755
1946,681,7.833
1946,682,11.71
1946,683,22.986
1946,684,16.863
1946,685,2.913
1946,686,21.883
1946,687,6.358
1946,688,7.938
1946,689,7.937
1946,690,22.254
1946,691,8.375
1946,692,18.362
1946,693,12.624
1946,694,14.393
1946,695,19.117
1946,696,22.354
1946,697,17.672
1946,698,3.605
1946,699,7.778
1946,700,14.635
1946,701,10.79
1946,702,6.149
1946,703,4.468
1946,704,3.209
1946,705,11.625
1946,706,19.622
2030,707,16.028
2030,708,12.927
2030,709,9.733
2030,710,20.932
2030,711,7.054
2030,712,4.461
2030,713,18.399
2030,714,15.332
2030,715,11.536
2030,716,15.893
2030,717,5.912
2030,718,23.108
2030,719,5.129
2030,720,9.32
2030,721,8.255
2030,722,4.756
2030,723,9.184
2030,724,6.21
2030,725,14.699
2030,726,15.463
2030,727,2.796
2030,728,15.564
2030,729,13.452
2030,730,16.257
2030,731,19.887
2030,732,11.883
2030,733,2.731
2030,734,4.696
2030,735,1.227
2030,736,15.608
2030,737,24.297
2030,738,2.625
2030,739,22.167
2030,740,10.916
2030,741,5.366
2030,742,9.004
2030,743,13.732
2030,744,19.118
2030,745,23.736
2030,746,4.328
2030,747,6.72
2030,748,12.692
2030,749,19.624
2030,750,16.604
2030,751,16.569
2030,752,11.47
2030,753,10.275
2208,754,20.633
2208,755,17.075
2208,756,5.958
2208,757,12.663
2208,758,13.684
2208,759,17.699
2208,760,16.658
2208,761,23.449
2208,762,23.822
2208,763,7.847
2208,764,18.46
2208,765,22.136
2208,766,21.007
2208,767,23.141
2208,768,7.237
2208,769,22.057
2208,770,4.206
2208,771,17.56
2208,772,12.281
2208,773,17.706
2208,774,20.026
2208,775,21.744
2208,776,17.163
2208,777,11.373
2208,778,6.795
2208,779,23.159
2208,780,14.315
2208,781,3.51
2208,782,10.983
2208,783,13.021
2208,784,7.956
2208,785,8.782
2208,786,7.155
2208,787,17.536
2208,788,4.786
2208,789,14.15
2208,790,19.604
2208,791,16.841
2208,792,17.839
2208,793,6.078
2208,794,11.21
2208,795,12.497
2208,796,23.529
2208,797,18.196
2208,798,16.353
2208,799,20.628
2208,800,24.707
2208,801,21.009
2208,802,21.89
2208,803,22.16
2208,804,8.438
2208,805,9.796
2208,806,23.955
2208,807,16.76
2208,808,16.302
2208,809,19.196
2208,810,11.457
2208,811,20.3
2208,812,14.845
2208,813,2.957
2277,814,3.472
2277,815,4.261
2277,816,6.328
2277,817,10.308
2277,818,4.097
2277,819,10.24
2277,820,8.089
2277,821,6.932
2277,822,20.906
2277,823,3.522
2277,824,13.643
2277,825,12.865
2277,826,8.642
2277,827,5.252
2277,828,15.778
2277,829,10.371
2277,830,3.235
2277,831,4.782
2277,832,3.677
2277,833,18.532
2277,834,1.938
2277,835,8.293
2277,836,12.412
2277,837,16.13
2277,838,2.891
2277,839,6.701
2277,840,12.075
2277,841,10.425
2277,842,12.573
2277,843,9.146
2277,844,4.559
2277,845,2.38
2277,846,8.309
2277,847,6.061
2277,848,6.098
2277,849,16.248
2277,850,2.462
2277,851,4.069
2277,852,15.922
2277,853,18.118
2277,854,13.484
2277,855,4.579
2277,856,14.009
2277,857,-1.722
2277,858,4.322
2277,859,10.92
2277,860,5.081
2277,861,5.449
2277,862,12.725
2277,863,14.231
2277,864,8.338
2277,865,18.592
2277,866,14.476
2277,867,11.975
2277,868,10.967
2277,869,22.731
2277,870,9.048
2277,871,2.837
2277,872,21.723
2277,873,5.467
2277,874,6.18
2305,875,16.405
2305,876,12.823
2305,877,15.256
2305,878,12.746
2305,879,10.246
2305,880,8.94
2305,881,-1.005
2305,882,17.401
2305,883,15.192
2305,884,16.174
2305,885,12.433
2305,886,16.331
2305,887,6.51
2305,888,4.082
2305,889,6.444
2305,890,2.734
2305,891,4.005
2305,892,14.364
2305,893,5.624
2305,894,11.896
2305,895,12.313
2305,896,10.839
2305,897,12.199
2305,898,15.062
2305,899,11.356
2305,900,6.292
2305,901,7.141
2305,902,10.168
2305,903,10.567
2305,904,12.356
2305,905,5.074
2305,906,10.581
2305,907,13.882
2305,908,2.095
2305,909,15.898
2305,910,14.09
2305,911,11.01
2305,912,6.407
2305,913,2.079
2305,914,13.632
2305,915,15.303
2305,916,10.264
2305,917,10.004
2305,918,15.857
2305,919,18.534
2305,920,10.927
2305,921,9.318
2305,922,9.917
2305,923,6.727
2305,924,14.901
2305,925,13.344
2305,926,16.557
2305,927,14.038
2305,928,10.067
2305,929,10.743
2305,930,21.352
2305,931,11.658
2305,932,17.251
2305,933,16.406
2305,934,14.009
2305,935,7.594
2305,936,-0.602
2305,937,-0.928
2305,938,14.558
2305,939,11.596
2305,940,15.085
2305,941,20.108
2336,942,24.404
2336,943,23.744
2336,944,17.563
2336,945,23.696
2336,946,24.344
2336,947,14.767
2336,948,18.836
2336,949,4.472
2336,950,20.346
2336,951,6.92
2336,952,24.993
2336,953,20.255
2336,954,13.082
2336,955,21.774
2336,956,19.484
2336,957,8.572
2336,958,21.206
2336,959,21.218
2336,960,18.736
2336,961,9.294
2336,962,4.807
2336,963,17.54
2336,964,13.669
2336,965,20.389
2336,966,23.188
2336,967,13.853
2336,968,21.435
2336,969,11.351
2336,970,21.085
2336,971,21.185
2336,972,10.038
2336,973,17.242
2336,974,11.655
2336,975,15.076
2336,976,10.529
2336,977,10.951
2336,978,18.487
2336,979,14.499
2336,980,22.12
2336,981,12.356
2336,982,11.23
2336,983,6.902
2336,984,18.254
2336,985,22.901
2336,986,11.571
2336,987,24.993
2336,988,11.32
2458,989,21.403
2458,990,14.005
2458,991,19.153
2458,992,7.814
2458,993,9.829
2458,994,22.631
2458,995,23.044
2458,996,22.743
2458,997,17.205
2458,998,12.071
2458,999,19.161
2458,1000,12.332
2458,1001,22.681
2458,1002,4.928
2458,1003,9.142
2458,1004,24.488
2458,1005,13.666
2458,1006,21.451
2458,1007,5.52
2458,1008,9.09
2458,1009,21.299
2458,1010,9.922
2458,1011,17.666
2458,1012,13.095
2458,1013,8.387
2458,1014,20.21
2458,1015,8.056
2458,1016,23.534
2458,1017,15.496
2458,1018,5.215
2458,1019,13.879
2458,1020,6.952
2458,1021,11.466
2458,1022,9.49
2458,1023,22.466
2458,1024,15.287
2458,1025,5.36
2458,1026,2.454
2458,1027,20.689
2458,1028,18.814
2458,1029,16.793
2458,1030,10.621
2458,1031,10.138
2458,1032,11.333
2458,1033,10.352
2458,1034,19.322
2458,1035,6.451
2458,1036,16.445
2458,1037,13.071
2458,1038,15.096
2458,1039,9.018
2458,1040,10.278
2458,1041,11.406
2458,1042,21.186
2458,1043,12.293
2458,1044,11.96
2458,1045,9.327
2467,1046,7.278
2467,1047,10.811
2467,1048,10.838
2467,1049,15.614
2467,1050,0.462
2467,1051,23.126
2467,1052,0.436
2467,1053,20.276
2467,1054,11.854
2467,1055,11.796
2467,1056,6.681
2467,1057,14.965
2467,1058,19.048
2467,1059,-0.15
2467,1060,5.794
2467,1061,7.854
2467,1062,13.718
2467,1063,5.509
2467,1064,23.294
2467,1065,-2.422
2467,1066,17.691
2467,1067,3.031
2467,1068,9.067
2467,1069,17.59
2467,1070,16.866
2467,1071,2.851
2467,1072,7.268
2467,1073,14.486
2467,1074,24.012
2467,1075,7.056
2467,1076,12.031
2467,1077,7.003
2467,1078,7.262
2467,1079,14.525
2467,1080,4.076
2467,1081,5.191
2467,1082,16.51
2467,1083,17.246
2467,1084,3.678
2467,1085,0.861
2467,1086,-0.26
2467,1087,14.484
2467,1088,10.623
2467,1089,2.669
2467,1090,18.706
2467,1091,9.273
2467,1092,19.114
2467,1093,8.125
2467,1094,6.415
2467,1095,13.456
2467,1096,4.667
2467,1097,5.316
2526,1098,19.112
2526,1099,16.9
2526,1100,19.698
2526,1101,17.776
2526,1102,20.733
2526,1103,10.941
2526,1104,18.86
2526,1105,18.392
2526,1106,12.087
2526,1107,16.605
2526,1108,12.09
2526,1109,24.993
2526,1110,21.453
2526,1111,17.178
2526,1112,19.963
2526,1113,16.036
2526,1114,18.227
2526,1115,22.412
2526,1116,17.262
2526,1117,12.712
2526,1118,22.841
2526,1119,22.437
2526,1120,17.212
2526,1121,11.594
2526,1122,17.008
2526,1123,13.369
2526,1124,19.47
2526,1125,17.064
2526,1126,21.537
2526,1127,11.453
2526,1128,12.838
2526,1129,10.81
2526,1130,16.602
2526,1131,22.387
2526,1132,9.628
2526,1133,14.569
2526,1134,22.381
2526,1135,17.491
2526,1136,20.592
2526,1137,11.739
2526,1138,19.698
2526,1139,15.184
2526,1140,18.236
2526,1141,2.81
2526,1142,23.59
2526,1143,24.247
2526,1144,22.039
2526,1145,22.541
2526,1146,12.738
2526,1147,18.77
2526,1148,9.843
2526,1149,11.436
2526,1150,12.841
2526,1151,22.354
2526,1152,20.372
2526,1153,7.359
2526,1154,21.511
2626,1155,11.331
2626,1156,18.24
2626,1157,6.624
2626,1158,12.141
2626,1159,15.039
2626,1160,14.276
2626,1161,24.993
2626,1162,21.004
2626,1163,7.775
2626,1164,9.463
2626,1165,10.274
2626,1166,17.489
2626,1167,10.35
2626,1168,23.7
2626,1169,-2.544
2626,1170,11.136
2626,1171,9.414
2626,1172,18.085
2626,1173,15.991
2626,1174,10.53
2626,1175,11.221
2626,1176,24.812
2626,1177,13.897
2626,1178,2.57
2626,1179,10.167
2626,1180,15.783
2626,1181,15.397
2626,1182,17.411
2626,1183,6.759
2626,1184,17.917
2626,1185,6.745
2626,1186,15.246
2626,1187,7.693
2626,1188,18.336
2626,1189,7.089
2626,1190,8.64
2626,1191,21.656
2626,1192,22.421
2629,1193,18.301
2629,1194,16.488
2629,1195,11.437
2629,1196,19.78
2629,1197,19.628
2629,1198,21.665
2629,1199,10.63
2629,1200,16.231
2629,1201,20.891
2629,1202,2.882
2629,1203,10.861
2629,1204,14.691
2629,1205,12.327
2629,1206,3.599
2629,1207,23.792
2629,1208,15.18
2629,1209,21.592
2629,1210,19.242
2629,1211,14.189
2629,1212,12.134
2629,1213,13.097
2629,1214,13.913
2629,1215,11.437
2629,1216,11.116
2629,1217,19.111
2629,1218,9.026
2629,1219,11.476
2629,1220,19.188
2629,1221,22.354
2629,1222,4.099
2629,1223,22.507
2629,1224,21.076
2629,1225,9.696
2629,1226,11.684
2629,1227,5.547
2629,1228,16.089
2629,1229,22.193
2629,1230,13.635
2629,1231,16.748
2629,1232,14.209
2629,1233,19.688
2629,1234,18.323
2629,1235,11.32
2629,1236,15.967
2629,1237,17.776
2629,1238,7.213
2629,1239,15.864
2629,1240,16.306
2629,1241,6.611
2629,1242,14.444
2629,1243,14.218
2629,1244,10.781
2629,1245,13.667
2629,1246,19.931
2629,1247,13.217
2629,1248,17.705
2629,1249,22.971
2639,1250,10.647
2639,1251,4.819
2639,1252,3.139
2639,1253,5.241
2639,1254,17.968
2639,1255,1.02
2639,1256,2.908
2639,1257,2.006
2639,1258,3.757
2639,1259,2.776
2639,1260,16.579
2639,1261,5.147
2639,1262,23.056
2639,1263,2.212
2639,1264,6.535
2639,1265,10.127
2639,1266,4.773
2639,1267,2.132
2639,1268,10.793
2639,1269,8.065
2639,1270,-1.482
2639,1271,6.597
2639,1272,9.631
2639,1273,2.227
2639,1274,4.676
2639,1275,-0.831
2639,1276,4.897
2639,1277,6.166
2639,1278,3.861
2639,1279,11.041
2639,1280,-1.892
2639,1281,2.699
2639,1282,13.295
2639,1283,-0.763
2639,1284,13.807
2639,1285,3.089
2639,1286,20.618
2639,1287,8.978
2639,1288,6.208
2639,1289,11.076
2639,1290,0.42
2639,1291,9.832
2651,1292,9.962
2651,1293,8.016
2651,1294,12.146
2651,1295,20.648
2651,1296,9.011
2651,1297,12.2
2651,1298,16.845
2651,1299,15.189
2651,1300,5.889
2651,1301,7.195
2651,1302,4.706
2651,1303,12.156
2651,1304,11.076
2651,1305,3.992
2651,1306,17.492
2651,1307,22.492
2651,1308,2.255
2651,1309,6.873
2651,1310,8.364
2651,1311,22.245
2651,1312,16.992
2651,1313,23.992
2651,1314,8.1
2651,1315,14.937
2651,1316,10.816
2651,1317,-1.923
2651,1318,13.972
2651,1319,18.038
2651,1320,21.981
2651,1321,12.432
2651,1322,13.055
2651,1323,-0.687
2651,1324,4.97
2651,1325,2.983
2651,1326,8.997
2651,1327,20.663
2651,1328,5.678
2651,1329,-2.544
2655,1330,15.129
2655,1331,7.248
2655,1332,7.582
2655,1333,10.892
2655,1334,19.962
2655,1335,22.18
2655,1336,6.248
2655,1337,5.108
2655,1338,4.976
2655,1339,13.933
2655,1340,17.89
2655,1341,5.999
2655,1342,8.547
2655,1343,12.407
2655,1344,14.811
2655,1345,15.9
2655,1346,12.09
2655,1347,3.715
2655,1348,21.934
2655,1349,16.625
2655,1350,12.526
2655,1351,4.066
2655,1352,14.117
2655,1353,3.28
2655,1354,20.533
2655,1355,13.168
2655,1356,14.41
2655,1357,14.318
2655,1358,-1.725
2655,1359,-0.625
2655,1360,14.746
2655,1361,16.068
2655,1362,19.514
2655,1363,1.27
2655,1364,22.559
2655,1365,17.231
2655,1366,11.087
2655,1367,18.557
2655,1368,14.52
2655,1369,15.01
2655,1370,12.504
2655,1371,4.541
2655,1372,7.949
2655,1373,16.614
2655,1374,7.448
2655,1375,8.571
2655,1376,4.961
2655,1377,15.57
2655,1378,17.205
2655,1379,20.854
2655,1380,14.665
2655,1381,23.261
2658,1382,7.02
2658,1383,11.371
2658,1384,9.459
2658,1385,12.779
2658,1386,5.368
2658,1387,19.28
2658,1388,12.86
2658,1389,23.447
2658,1390,7.98
2658,1391,14.366
2658,1392,12.164
2658,1393,16.154
2658,1394,13.662
2658,1395,22.388
2658,1396,18.324
2658,1397,10.639
2658,1398,4.616
2658,1399,13.242
2658,1400,15.631
2658,1401,13.355
2658,1402,18.233
2658,1403,22.924
2658,1404,13.33
2658,1405,16.226
2658,1406,9.418
2658,1407,3.291
2658,1408,12.612
2658,1409,16.533
2658,1410,16.172
2658,1411,16.757
2658,1412,18.079
2658,1413,13.816
2658,1414,-0.929
2658,1415,-0.279
2658,1416,18.037
2658,1417,18.19
2658,1418,13.081
2658,1419,11.027
2658,1420,5.77
2658,1421,10.72
2658,1422,13.466
2658,1423,15.498
2658,1424,19.082
2658,1425,16.587
2658,1426,21.081
2755,1427,18.264
2755,1428,9.891
2755,1429,13.237
2755,1430,23.665
2755,1431,7.236
2755,1432,12.625
2755,1433,22.643
2755,1434,17.796
2755,1435,15.684
2755,1436,14.642
2755,1437,23.785
2755,1438,10.989
2755,1439,7.124
2755,1440,20.627
2755,1441,9.433
2755,1442,12.083
2755,1443,11.374
2755,1444,23.108
2755,1445,22.295
2755,1446,9.947
2755,1447,20.438
2755,1448,14.17
2755,1449,18.734
2755,1450,17.499
2755,1451,20.124
2755,1452,20.3
2755,1453,20.929
2755,1454,5.869
2755,1455,22.428
2755,1456,21.614
2755,1457,20.021
2755,1458,17.117
2755,1459,17.988
2755,1460,3.111
2755,1461,19.737
2755,1462,20.136
2755,1463,21.14
2755,1464,8.448
2755,1465,15.941
2755,1466,22.694
2755,1467,14.546
2755,1468,22.167
2755,1469,21.738
2755,1470,24.479
2755,1471,8.879
2755,1472,24.993
2755,1473,2.708
2768,1474,1.467
2768,1475,5.666
2768,1476,6.49
2768,1477,14.487
2768,1478,19.67
2768,1479,10.159
2768,1480,17.824
2768,1481,5.853
2768,1482,2.482
2768,1483,20.586
2768,1484,3.358
2768,1485,17.956
2768,1486,6.012
2768,1487,4.097
2768,1488,11.419
2768,1489,19.581
2768,1490,10.447
2768,1491,3.835
2768,1492,8.735
2768,1493,24.812
