id,ged,postexp,black,hispanic,hgc,hgc.9,uerate,ue.7,ue.centert1,ue.mean,ue.person.cen,ue1,name,value,Dl,De
53,1,0.152,0,1,7,-2,3.495,-3.505,-2.0999999999999996,4.4325,-0.9375,5.595,exper,1.11,0,1
53,1,0.227,0,1,7,-2,2.795,-4.205,-2.8,4.4325,-1.6375000000000002,5.595,lnw,1.89,1,0
53,1,0.227,0,1,7,-2,2.795,-4.205,-2.8,4.4325,-1.6375000000000002,5.595,exper,1.185,0,1
53,1,0.82,0,1,7,-2,3.195,-3.805,-2.4,4.4325,-1.2375000000000003,5.595,lnw,1.66,1,0
53,1,0.82,0,1,7,-2,3.195,-3.805,-2.4,4.4325,-1.2375000000000003,5.595,exper,1.777,0,1
122,0,0,0,0,12,3,8.4,1.4000000000000004,0,5.296,3.104,8.4,lnw,2.115,1,0
122,0,0,0,0,12,3,8.4,1.4000000000000004,0,5.296,3.104,8.4,exper,2.038,0,1
122,0,0,0,0,12,3,8.1,1.0999999999999996,-0.3000000000000007,5.296,2.8039999999999994,8.4,lnw,2.921,1,0
122,0,0,0,0,12,3,8.1,1.0999999999999996,-0.3000000000000007,5.296,2.8039999999999994,8.4,exper,2.638,0,1
122,0,0,0,0,12,3,6.395,-0.6050000000000004,-2.005000000000001,5.296,1.0989999999999993,8.4,lnw,1.919,1,0
122,0,0,0,0,12,3,6.395,-0.6050000000000004,-2.005000000000001,5.296,1.0989999999999993,8.4,exper,3.658,0,1
122,0,0,0,0,12,3,4.995,-2.005,-3.4050000000000002,5.296,-0.30100000000000016,8.4,lnw,0.763,1,0
122,0,0,0,0,12,3,4.995,-2.005,-3.4050000000000002,5.296,-0.30100000000000016,8.4,exper,4.638,0,1
122,0,0,0,0,12,3,4.095,-2.9050000000000002,-4.305000000000001,5.296,-1.2010000000000005,8.4,lnw,2.443,1,0
122,0,0,0,0,12,3,4.095,-2.9050000000000002,-4.305000000000001,5.296,-1.2010000000000005,8.4,exper,5.831,0,1
122,0,0,0,0,12,3,3.595,-3.405,-4.805,5.296,-1.701,8.4,lnw,2.18,1,0
122,0,0,0,0,12,3,3.595,-3.405,-4.805,5.296,-1.701,8.4,exper,6.715,0,1
122,0,0,0,0,12,3,2.795,-4.205,-5.605,5.296,-2.5010000000000003,8.4,lnw,2.138,1,0
122,0,0,0,0,12,3,2.795,-4.205,-5.605,5.296,-2.5010000000000003,8.4,exper,8.158,0,1
122,0,0,0,0,12,3,3.195,-3.805,-5.205,5.296,-2.1010000000000004,8.4,lnw,2.199,1,0
122,0,0,0,0,12,3,3.195,-3.805,-5.205,5.296,-2.1010000000000004,8.4,exper,9.1,0,1
122,0,0,0,0,12,3,5.195,-1.8049999999999997,-3.205,5.296,-0.10099999999999998,8.4,lnw,2.337,1,0
122,0,0,0,0,12,3,5.195,-1.8049999999999997,-3.205,5.296,-0.10099999999999998,8.4,exper,10.35,0,1
122,0,0,0,0,12,3,6.195,-0.8049999999999997,-2.205,5.296,0.899,8.4,lnw,2.668,1,0
122,0,0,0,0,12,3,6.195,-0.8049999999999997,-2.205,5.296,0.899,8.4,exper,11.081,0,1
134,0,0,0,0,11,2,5.795,-1.205,0,5.720833333333333,0.07416666666666671,5.795,lnw,2.004,1,0
134,0,0,0,0,11,2,5.795,-1.205,0,5.720833333333333,0.07416666666666671,5.795,exper,0.192,0,1
134,0,0,0,0,11,2,5.495,-1.505,-0.2999999999999998,5.720833333333333,-0.2258333333333331,5.795,lnw,2.099,1,0
134,0,0,0,0,11,2,5.495,-1.505,-0.2999999999999998,5.720833333333333,-0.2258333333333331,5.795,exper,0.972,0,1
134,0,0,0,0,11,2,6.095,-0.9050000000000002,0.2999999999999998,5.720833333333333,0.37416666666666654,5.795,lnw,2.323,1,0
134,0,0,0,0,11,2,6.095,-0.9050000000000002,0.2999999999999998,5.720833333333333,0.37416666666666654,5.795,exper,1.934,0,1
134,0,0,0,0,11,2,8.4,1.4000000000000004,2.6050000000000004,5.720833333333333,2.679166666666667,5.795,lnw,2.387,1,0
134,0,0,0,0,11,2,8.4,1.4000000000000004,2.6050000000000004,5.720833333333333,2.679166666666667,5.795,exper,2.953,0,1
134,1,0,0,0,11,2,8.1,1.0999999999999996,2.3049999999999997,5.720833333333333,2.3791666666666664,5.795,lnw,2.263,1,0
134,1,0,0,0,11,2,8.1,1.0999999999999996,2.3049999999999997,5.720833333333333,2.3791666666666664,5.795,exper,3.915,0,1
134,1,0.72,0,0,11,2,6.395,-0.6050000000000004,0.5999999999999996,5.720833333333333,0.6741666666666664,5.795,lnw,2.326,1,0
134,1,0.72,0,0,11,2,6.395,-0.6050000000000004,0.5999999999999996,5.720833333333333,0.6741666666666664,5.795,exper,4.635,0,1
134,1,1.72,0,0,11,2,5.895,-1.1050000000000004,0.09999999999999964,5.720833333333333,0.17416666666666636,5.795,lnw,2.298,1,0
134,1,1.72,0,0,11,2,5.895,-1.1050000000000004,0.09999999999999964,5.720833333333333,0.17416666666666636,5.795,exper,5.635,0,1
134,1,2.835,0,0,11,2,5.095,-1.9050000000000002,-0.7000000000000002,5.720833333333333,-0.6258333333333335,5.795,lnw,2.666,1,0
134,1,2.835,0,0,11,2,5.095,-1.9050000000000002,-0.7000000000000002,5.720833333333333,-0.6258333333333335,5.795,exper,6.75,0,1
134,1,4.335,0,0,11,2,2.795,-4.205,-3,5.720833333333333,-2.9258333333333333,5.795,lnw,2.806,1,0
134,1,4.335,0,0,11,2,2.795,-4.205,-3,5.720833333333333,-2.9258333333333333,5.795,exper,8.25,0,1
134,1,5.105,0,0,11,2,3.195,-3.805,-2.6,5.720833333333333,-2.5258333333333334,5.795,lnw,2.927,1,0
134,1,5.105,0,0,11,2,3.195,-3.805,-2.6,5.720833333333333,-2.5258333333333334,5.795,exper,9.019,0,1
134,1,6.124,0,0,11,2,5.195,-1.8049999999999997,-0.5999999999999996,5.720833333333333,-0.5258333333333329,5.795,lnw,2.931,1,0
134,1,6.124,0,0,11,2,5.195,-1.8049999999999997,-0.5999999999999996,5.720833333333333,-0.5258333333333329,5.795,exper,10.038,0,1
134,1,6.904,0,0,11,2,6.195,-0.8049999999999997,0.40000000000000036,5.720833333333333,0.47416666666666707,5.795,lnw,2.764,1,0
134,1,6.904,0,0,11,2,6.195,-0.8049999999999997,0.40000000000000036,5.720833333333333,0.47416666666666707,5.795,exper,10.818,0,1
145,0,0,0,0,10,1,8.4,1.4000000000000004,0,5.195555555555556,3.2044444444444444,8.4,lnw,1.562,1,0
145,0,0,0,0,10,1,8.4,1.4000000000000004,0,5.195555555555556,3.2044444444444444,8.4,exper,0.235,0,1
145,1,0.473,0,0,10,1,6.395,-0.6050000000000004,-2.005000000000001,5.195555555555556,1.1994444444444436,8.4,lnw,1.476,1,0
145,1,0.473,0,0,10,1,6.395,-0.6050000000000004,-2.005000000000001,5.195555555555556,1.1994444444444436,8.4,exper,0.828,0,1
145,1,1.473,0,0,10,1,5.895,-1.1050000000000004,-2.505000000000001,5.195555555555556,0.6994444444444436,8.4,lnw,1.596,1,0
145,1,1.473,0,0,10,1,5.895,-1.1050000000000004,-2.505000000000001,5.195555555555556,0.6994444444444436,8.4,exper,1.828,0,1
145,1,2.133,0,0,10,1,5.095,-1.9050000000000002,-3.3050000000000006,5.195555555555556,-0.10055555555555618,8.4,lnw,1.885,1,0
145,1,2.133,0,0,10,1,5.095,-1.9050000000000002,-3.3050000000000006,5.195555555555556,-0.10055555555555618,8.4,exper,2.488,0,1
145,1,3.344,0,0,10,1,3.595,-3.405,-4.805,5.195555555555556,-1.6005555555555557,8.4,lnw,2.036,1,0
145,1,3.344,0,0,10,1,3.595,-3.405,-4.805,5.195555555555556,-1.6005555555555557,8.4,exper,3.699,0,1
145,1,4.421,0,0,10,1,2.795,-4.205,-5.605,5.195555555555556,-2.400555555555556,8.4,lnw,1.771,1,0
145,1,4.421,0,0,10,1,2.795,-4.205,-5.605,5.195555555555556,-2.400555555555556,8.4,exper,4.776,0,1
145,1,5.286,0,0,10,1,3.195,-3.805,-5.205,5.195555555555556,-2.000555555555556,8.4,lnw,1.878,1,0
145,1,5.286,0,0,10,1,3.195,-3.805,-5.205,5.195555555555556,-2.000555555555556,8.4,exper,5.641,0,1
145,1,6.325,0,0,10,1,5.195,-1.8049999999999997,-3.205,5.195555555555556,-5.555555555556424e-4,8.4,lnw,1.753,1,0
145,1,6.325,0,0,10,1,5.195,-1.8049999999999997,-3.205,5.195555555555556,-5.555555555556424e-4,8.4,exper,6.68,0,1
145,1,6.745,0,0,10,1,6.195,-0.8049999999999997,-2.205,5.195555555555556,0.9994444444444444,8.4,lnw,1.906,1,0
145,1,6.745,0,0,10,1,6.195,-0.8049999999999997,-2.205,5.195555555555556,0.9994444444444444,8.4,exper,7.1,0,1
155,0,0,0,0,9,0,6.695,-0.3049999999999997,0,6.873888909090909,-0.17888890909090893,6.695,lnw,1.776,1,0
155,0,0,0,0,9,0,6.695,-0.3049999999999997,0,6.873888909090909,-0.17888890909090893,6.695,exper,0.985,0,1
155,0,0,0,0,9,0,6.695,-0.3049999999999997,0,6.873888909090909,-0.17888890909090893,6.695,lnw,2.078,1,0
155,0,0,0,0,9,0,6.695,-0.3049999999999997,0,6.873888909090909,-0.17888890909090893,6.695,exper,2.023,0,1
155,0,0,0,0,9,0,12.6,5.6,5.904999999999999,6.873888909090909,5.72611109090909,6.695,lnw,1.535,1,0
155,0,0,0,0,9,0,12.6,5.6,5.904999999999999,6.873888909090909,5.72611109090909,6.695,exper,2.966,0,1
155,0,0,0,0,9,0,4.895,-2.1050000000000004,-1.8000000000000007,6.873888909090909,-1.9788889090909096,6.695,lnw,2.162,1,0
155,0,0,0,0,9,0,4.895,-2.1050000000000004,-1.8000000000000007,6.873888909090909,-1.9788889090909096,6.695,exper,3.834,0,1
155,0,0,0,0,9,0,13.6,6.6,6.904999999999999,6.873888909090909,6.72611109090909,6.695,lnw,2.32,1,0
155,0,0,0,0,9,0,13.6,6.6,6.904999999999999,6.873888909090909,6.72611109090909,6.695,exper,4.563,0,1
155,0,0,0,0,9,0,6.873889,-0.12611099999999986,0.17888899999999985,6.873888909090909,9.0909090921798e-8,6.695,lnw,1.727,1,0
155,0,0,0,0,9,0,6.873889,-0.12611099999999986,0.17888899999999985,6.873888909090909,9.0909090921798e-8,6.695,exper,5.717,0,1
155,0,0,0,0,9,0,6.873889,-0.12611099999999986,0.17888899999999985,6.873888909090909,9.0909090921798e-8,6.695,lnw,2.219,1,0
155,0,0,0,0,9,0,6.873889,-0.12611099999999986,0.17888899999999985,6.873888909090909,9.0909090921798e-8,6.695,exper,7.14,0,1
155,0,0,0,0,9,0,2.795,-4.205,-3.9000000000000004,6.873888909090909,-4.078888909090909,6.695,lnw,2.461,1,0
155,0,0,0,0,9,0,2.795,-4.205,-3.9000000000000004,6.873888909090909,-4.078888909090909,6.695,exper,7.967,0,1
155,0,0,0,0,9,0,3.195,-3.805,-3.5000000000000004,6.873888909090909,-3.6788889090909094,6.695,lnw,2.333,1,0
155,0,0,0,0,9,0,3.195,-3.805,-3.5000000000000004,6.873888909090909,-3.6788889090909094,6.695,exper,8.937,0,1
155,0,0,0,0,9,0,5.195,-1.8049999999999997,-1.5,6.873888909090909,-1.678888909090909,6.695,lnw,2.612,1,0
155,0,0,0,0,9,0,5.195,-1.8049999999999997,-1.5,6.873888909090909,-1.678888909090909,6.695,exper,9.707,0,1
155,0,0,0,0,9,0,6.195,-0.8049999999999997,-0.5,6.873888909090909,-0.6788889090909089,6.695,lnw,2.637,1,0
155,0,0,0,0,9,0,6.195,-0.8049999999999997,-0.5,6.873888909090909,-0.6788889090909089,6.695,exper,10.437,0,1
173,0,0,0,0,9,0,5.495,-1.505,0,6.08,-0.585,5.495,lnw,1.559,1,0
173,0,0,0,0,9,0,5.495,-1.505,0,6.08,-0.585,5.495,exper,0.188,0,1
173,0,0,0,0,9,0,7.9,0.9000000000000004,2.4050000000000002,6.08,1.8200000000000003,5.495,lnw,1.693,1,0
173,0,0,0,0,9,0,7.9,0.9000000000000004,2.4050000000000002,6.08,1.8200000000000003,5.495,exper,0.8,0,1
173,0,0,0,0,9,0,8.2,1.1999999999999993,2.704999999999999,6.08,2.119999999999999,5.495,lnw,1.976,1,0
173,0,0,0,0,9,0,8.2,1.1999999999999993,2.704999999999999,6.08,2.119999999999999,5.495,exper,2.184,0,1
173,0,0,0,0,9,0,4.195,-2.8049999999999997,-1.2999999999999998,6.08,-1.8849999999999998,5.495,lnw,2.027,1,0
173,0,0,0,0,9,0,4.195,-2.8049999999999997,-1.2999999999999998,6.08,-1.8849999999999998,5.495,exper,4.454,0,1
173,0,0,0,0,9,0,4.495,-2.505,-1,6.08,-1.585,5.495,lnw,2.016,1,0
173,0,0,0,0,9,0,4.495,-2.505,-1,6.08,-1.585,5.495,exper,5.377,0,1
173,0,0,0,0,9,0,6.195,-0.8049999999999997,0.7000000000000002,6.08,0.11500000000000021,5.495,lnw,2.335,1,0
173,0,0,0,0,9,0,6.195,-0.8049999999999997,0.7000000000000002,6.08,0.11500000000000021,5.495,exper,6.396,0,1
206,0,0,0,0,10,1,9.2,2.1999999999999993,0,8.831666666666667,0.3683333333333323,9.2,lnw,2.028,1,0
206,0,0,0,0,10,1,9.2,2.1999999999999993,0,8.831666666666667,0.3683333333333323,9.2,exper,1.874,0,1
206,0,0,0,0,10,1,11,4,1.8000000000000007,8.831666666666667,2.168333333333333,9.2,lnw,2.297,1,0
206,0,0,0,0,10,1,11,4,1.8000000000000007,8.831666666666667,2.168333333333333,9.2,exper,2.814,0,1
206,0,0,0,0,10,1,6.295,-0.7050000000000001,-2.9049999999999994,8.831666666666667,-2.536666666666667,9.2,lnw,2.482,1,0
206,0,0,0,0,10,1,6.295,-0.7050000000000001,-2.9049999999999994,8.831666666666667,-2.536666666666667,9.2,exper,4.314,0,1
207,0,0,0,0,8,-1,9.6,2.5999999999999996,0,7.416363636363636,2.1836363636363636,9.6,lnw,1.58,1,0
207,0,0,0,0,8,-1,9.6,2.5999999999999996,0,7.416363636363636,2.1836363636363636,9.6,exper,0.525,0,1
207,0,0,0,0,8,-1,9.2,2.1999999999999993,-0.40000000000000036,7.416363636363636,1.7836363636363632,9.6,lnw,1.749,1,0
207,0,0,0,0,8,-1,9.2,2.1999999999999993,-0.40000000000000036,7.416363636363636,1.7836363636363632,9.6,exper,1.679,0,1
207,0,0,0,0,8,-1,11,4,1.4000000000000004,7.416363636363636,3.583636363636364,9.6,lnw,1.931,1,0
207,0,0,0,0,8,-1,11,4,1.4000000000000004,7.416363636363636,3.583636363636364,9.6,exper,2.698,0,1
207,0,0,0,0,8,-1,8.4,1.4000000000000004,-1.1999999999999993,7.416363636363636,0.9836363636363643,9.6,lnw,1.863,1,0
207,0,0,0,0,8,-1,8.4,1.4000000000000004,-1.1999999999999993,7.416363636363636,0.9836363636363643,9.6,exper,3.46,0,1
207,0,0,0,0,8,-1,8.2,1.1999999999999993,-1.4000000000000004,7.416363636363636,0.7836363636363632,9.6,lnw,2.224,1,0
207,0,0,0,0,8,-1,8.2,1.1999999999999993,-1.4000000000000004,7.416363636363636,0.7836363636363632,9.6,exper,4.498,0,1
207,0,0,0,0,8,-1,7.3,0.2999999999999998,-2.3,7.416363636363636,-0.11636363636363622,9.6,lnw,2.052,1,0
207,0,0,0,0,8,-1,7.3,0.2999999999999998,-2.3,7.416363636363636,-0.11636363636363622,9.6,exper,5.46,0,1
207,0,0,0,0,8,-1,5.395,-1.6050000000000004,-4.205,7.416363636363636,-2.0213636363636365,9.6,lnw,2.155,1,0
207,0,0,0,0,8,-1,5.395,-1.6050000000000004,-4.205,7.416363636363636,-2.0213636363636365,9.6,exper,6.69,0,1
207,0,0,0,0,8,-1,4.195,-2.8049999999999997,-5.404999999999999,7.416363636363636,-3.2213636363636358,9.6,lnw,2.177,1,0
207,0,0,0,0,8,-1,4.195,-2.8049999999999997,-5.404999999999999,7.416363636363636,-3.2213636363636358,9.6,exper,7.729,0,1
207,0,0,0,0,8,-1,4.495,-2.505,-5.1049999999999995,7.416363636363636,-2.921363636363636,9.6,lnw,2.576,1,0
207,0,0,0,0,8,-1,4.495,-2.505,-5.1049999999999995,7.416363636363636,-2.921363636363636,9.6,exper,8.609,0,1
207,0,0,0,0,8,-1,6.195,-0.8049999999999997,-3.4049999999999994,7.416363636363636,-1.2213636363636358,9.6,lnw,2.659,1,0
207,0,0,0,0,8,-1,6.195,-0.8049999999999997,-3.4049999999999994,7.416363636363636,-1.2213636363636358,9.6,exper,9.441,0,1
207,0,0,0,0,8,-1,7.6,0.5999999999999996,-2,7.416363636363636,0.1836363636363636,9.6,lnw,2.263,1,0
207,0,0,0,0,8,-1,7.6,0.5999999999999996,-2,7.416363636363636,0.1836363636363636,9.6,exper,10.307,0,1
222,0,0,1,0,9,0,8,1,0,6.282857142857143,1.717142857142857,8,lnw,3.456,1,0
222,0,0,1,0,9,0,8,1,0,6.282857142857143,1.717142857142857,8,exper,0.013,0,1
222,0,0,1,0,9,0,8.4,1.4000000000000004,0.40000000000000036,6.282857142857143,2.1171428571428574,8,lnw,1.314,1,0
222,0,0,1,0,9,0,8.4,1.4000000000000004,0.40000000000000036,6.282857142857143,2.1171428571428574,8,exper,0.529,0,1
222,0,0,1,0,9,0,7.3,0.2999999999999998,-0.7000000000000002,6.282857142857143,1.017142857142857,8,lnw,1.515,1,0
222,0,0,1,0,9,0,7.3,0.2999999999999998,-0.7000000000000002,6.282857142857143,1.017142857142857,8,exper,0.804,0,1
222,0,0,1,0,9,0,5.395,-1.6050000000000004,-2.6050000000000004,6.282857142857143,-0.8878571428571433,8,lnw,1.635,1,0
222,0,0,1,0,9,0,5.395,-1.6050000000000004,-2.6050000000000004,6.282857142857143,-0.8878571428571433,8,exper,1.161,0,1
222,0,0,1,0,9,0,4.195,-2.8049999999999997,-3.8049999999999997,6.282857142857143,-2.0878571428571426,8,lnw,1.707,1,0
222,0,0,1,0,9,0,4.195,-2.8049999999999997,-3.8049999999999997,6.282857142857143,-2.0878571428571426,8,exper,1.973,0,1
222,0,0,1,0,9,0,4.495,-2.505,-3.505,6.282857142857143,-1.7878571428571428,8,lnw,1.555,1,0
222,0,0,1,0,9,0,4.495,-2.505,-3.505,6.282857142857143,-1.7878571428571428,8,exper,2.24,0,1
222,0,0,1,0,9,0,6.195,-0.8049999999999997,-1.8049999999999997,6.282857142857143,-0.08785714285714263,8,lnw,1.792,1,0
222,0,0,1,0,9,0,6.195,-0.8049999999999997,-1.8049999999999997,6.282857142857143,-0.08785714285714263,8,exper,2.768,0,1
223,0,0,1,0,8,-1,9.2,2.1999999999999993,0,6.18,3.0199999999999996,9.2,lnw,1.749,1,0
223,0,0,1,0,8,-1,9.2,2.1999999999999993,0,6.18,3.0199999999999996,9.2,exper,0.864,0,1
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,lnw,1.563,1,0
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,exper,1.806,0,1
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,lnw,1.51,1,0
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,exper,2.883,0,1
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,lnw,1.765,1,0
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,exper,4.076,0,1
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,lnw,1.627,1,0
223,0,0,1,0,8,-1,6.18,-0.8200000000000003,-3.0199999999999996,6.18,0,9.2,exper,4.968,0,1
223,0,0,1,0,8,-1,5.395,-1.6050000000000004,-3.8049999999999997,6.18,-0.7850000000000001,9.2,lnw,2.534,1,0
223,0,0,1,0,8,-1,5.395,-1.6050000000000004,-3.8049999999999997,6.18,-0.7850000000000001,9.2,exper,5.896,0,1
223,0,0,1,0,8,-1,4.195,-2.8049999999999997,-5.004999999999999,6.18,-1.9849999999999994,9.2,lnw,1.83,1,0
223,0,0,1,0,8,-1,4.195,-2.8049999999999997,-5.004999999999999,6.18,-1.9849999999999994,9.2,exper,7.146,0,1
223,0,0,1,0,8,-1,4.495,-2.505,-4.704999999999999,6.18,-1.6849999999999996,9.2,lnw,2.13,1,0
223,0,0,1,0,8,-1,4.495,-2.505,-4.704999999999999,6.18,-1.6849999999999996,9.2,exper,8.031,0,1
223,0,0,1,0,8,-1,6.195,-0.8049999999999997,-3.004999999999999,6.18,0.015000000000000568,9.2,lnw,2.14,1,0
223,0,0,1,0,8,-1,6.195,-0.8049999999999997,-3.004999999999999,6.18,0.015000000000000568,9.2,exper,9.031,0,1
223,0,0,1,0,8,-1,7.6,0.5999999999999996,-1.5999999999999996,6.18,1.42,9.2,lnw,2.185,1,0
223,0,0,1,0,8,-1,7.6,0.5999999999999996,-1.5999999999999996,6.18,1.42,9.2,exper,9.877,0,1
226,0,0,0,1,8,-1,9.6,2.5999999999999996,0,6.197,3.4029999999999996,9.6,lnw,1.54,1,0
226,0,0,0,1,8,-1,9.6,2.5999999999999996,0,6.197,3.4029999999999996,9.6,exper,0.625,0,1
226,1,0.09,0,1,8,-1,7.3,0.2999999999999998,-2.3,6.197,1.1029999999999998,9.6,lnw,0.927,1,0
226,1,0.09,0,1,8,-1,7.3,0.2999999999999998,-2.3,6.197,1.1029999999999998,9.6,exper,0.755,0,1
226,1,1.193,0,1,8,-1,5.395,-1.6050000000000004,-4.205,6.197,-0.8020000000000005,9.6,lnw,2.008,1,0
226,1,1.193,0,1,8,-1,5.395,-1.6050000000000004,-4.205,6.197,-0.8020000000000005,9.6,exper,1.858,0,1
